id,title,GW,xG,xGA,npxG,npxGA,att,def,att,def,deep,deep_allowed,GF,GA,xpts,wins,draws,loses,pts,npxGD
,Getafe,15,2.05726,0.476355,1.31411,0.476355,280,42,81,14,5,2,4,0,2.5875,1,0,0,3,0.8377549999999999,
,Getafe,16,0.913932,0.267821,0.913932,0.267821,116,20,84,24,2,4,1,0,2.0262,1,0,0,3,0.646111,
,Getafe,17,1.88065,0.435816,1.88065,0.435816,227,38,136,18,9,1,2,0,2.5168,1,0,0,3,1.444834,
,Getafe,18,0.646333,2.63083,0.646333,2.63083,299,25,100,14,0,5,0,1,0.16599999999999998,0,0,1,0,-1.984497,
,Getafe,19,1.26627,2.09016,1.26627,2.09016,255,31,110,16,3,3,0,3,0.7852,0,0,1,0,-0.82389,
,Getafe,20,1.96098,0.280841,1.96098,0.280841,202,27,78,22,3,3,3,0,2.7059,1,0,0,3,1.680139,
,Getafe,21,1.45193,1.33797,0.708651,1.33797,229,22,67,9,4,4,1,0,1.4684,1,0,0,3,-0.6293190000000001,
,Getafe,22,2.25172,0.734487,1.50845,0.734487,318,26,64,11,3,6,2,0,2.4957000000000003,1,0,0,3,0.7739630000000001,
,Getafe,23,3.27894,0.257146,3.27894,0.257146,212,29,134,18,16,3,3,0,2.9334,1,0,0,3,3.021794,
,Getafe,24,1.18616,1.87978,1.18616,1.87978,458,59,75,14,3,5,1,2,0.8564,0,0,1,0,-0.6936199999999999,
,Getafe,25,0.460518,2.82001,0.460518,2.82001,164,27,132,27,4,7,0,3,0.0685,0,0,1,0,-2.359492,
,Getafe,26,0.913015,0.0726554,0.913015,0.0726554,191,44,134,21,2,1,1,0,2.2016,1,0,0,3,0.8403596,
,Getafe,27,1.15002,0.156144,1.15002,0.156144,185,36,177,19,4,1,0,0,2.2872,0,1,0,1,0.993876,
,Getafe,28,0.786113,2.17942,0.786113,2.17942,147,24,89,23,5,1,1,2,0.2992,0,0,1,0,-1.393307,
,Getafe,29,2.00352,0.786529,2.00352,0.786529,78,15,225,20,10,4,0,0,2.2688,0,1,0,1,1.216991,
,Getafe,30,0.820376,0.816384,0.820376,0.816384,77,20,105,17,5,3,1,1,1.3092,0,1,0,1,0.0039919999999999956,
,Getafe,31,0.675045,1.08861,0.675045,0.345592,112,21,137,12,5,2,1,1,0.8525,0,1,0,1,0.329453,
,Getafe,32,1.3901,0.731053,0.647472,0.731053,210,31,101,14,2,5,2,1,1.9838,1,0,0,3,-0.0835809999999999,
,Getafe,33,0.35097,1.75594,0.35097,1.01267,361,45,94,22,1,3,0,1,0.2781,0,0,1,0,-0.6617,
,Getafe,34,0.293418,0.667423,0.293418,0.667423,144,35,135,24,1,3,0,0,0.8099000000000001,0,1,0,1,-0.374005,
,Getafe,35,0.580238,1.95451,0.580238,0.467957,280,35,93,15,2,2,1,3,0.2968,0,0,1,0,0.11228100000000002,
,Getafe,36,0.596646,0.118514,0.596646,0.118514,117,28,101,28,8,2,0,0,1.7843,0,1,0,1,0.478132,
,Getafe,37,1.13873,1.74341,1.13873,1.74341,336,32,123,19,3,8,0,2,0.8652,0,0,1,0,-0.6046799999999999,
,Getafe,38,1.73078,2.58924,0.885053,2.58924,238,33,105,17,8,3,0,1,0.7454,0,0,1,0,-1.7041870000000001,


143,Atletico Madrid,1,2.44678,0.333556,1.7035,0.333556,131,19,243,21,5,2,1,0,2.8418,1,0,0,3,1.369944,
,Atletico Madrid,2,1.39426,0.379878,1.39426,0.379878,144,14,293,27,7,10,1,0,2.2734,1,0,0,3,1.0143820000000001,
,Atletico Madrid,3,1.8114,0.847966,1.8114,0.847966,156,21,261,25,7,3,3,2,2.2272000000000003,1,0,0,3,0.9634339999999999,
,Atletico Madrid,4,1.06745,2.08851,1.06745,2.08851,273,19,201,21,14,6,0,2,0.6084,0,0,1,0,-1.0210599999999999,
,Atletico Madrid,5,1.71994,0.582564,1.71994,0.582564,247,27,215,12,10,3,0,0,2.3053999999999997,0,1,0,1,1.1373760000000002,
,Atletico Madrid,6,1.21545,0.673477,1.21545,0.673477,227,26,280,14,10,3,2,0,1.783,1,0,0,3,0.5419729999999999,
,Atletico Madrid,7,0.819412,0.379757,0.819412,0.379757,308,22,239,26,4,4,0,0,1.7816,0,1,0,1,0.439655,
,Atletico Madrid,8,0.768197,0.969549,0.768197,0.226787,204,29,231,17,5,2,0,0,1.0699,0,1,0,1,0.5414100000000001,
,Atletico Madrid,9,1.54344,0.757907,0.800163,0.757907,283,30,205,18,7,12,1,1,2.0463,0,1,0,1,0.04225599999999996,
,Atletico Madrid,10,1.94897,0.328031,1.94897,0.328031,252,27,205,13,4,4,2,0,2.718,1,0,0,3,1.6209390000000001,
,Atletico Madrid,11,1.72516,0.442747,1.72516,0.442747,163,31,188,26,6,2,1,1,2.4337,0,1,0,1,1.282413,
,Atletico Madrid,12,2.45211,0.888419,1.69342,0.888419,314,32,209,33,9,3,1,1,2.5553,0,1,0,1,0.805001,
,Atletico Madrid,13,3.05161,0.379993,3.05161,0.379993,212,26,159,37,11,7,3,1,2.8911000000000002,1,0,0,3,2.6716170000000004,
,Atletico Madrid,14,2.0596,0.669993,2.0596,0.669993,186,30,230,20,10,1,1,1,2.3850000000000002,0,1,0,1,1.3896070000000003,
,Atletico Madrid,15,1.16353,1.18842,1.16353,1.18842,359,21,179,29,8,14,0,1,1.2995999999999999,0,0,1,0,-0.02489000000000008,
,Atletico Madrid,16,1.71887,1.41318,1.71887,1.41318,270,26,259,32,12,6,0,0,1.5899,0,1,0,1,0.3056899999999998,
,Atletico Madrid,17,2.5649,0.528091,2.5649,0.528091,230,31,206,22,11,4,2,0,2.6826,1,0,0,3,2.0368090000000003,
,Atletico Madrid,18,1.41727,0.922514,1.41727,0.922514,352,28,137,19,3,4,2,1,1.8303,1,0,0,3,0.4947560000000001,
,Atletico Madrid,19,1.56308,0.736284,1.56308,0.736284,264,23,182,18,7,2,2,1,2.0111999999999997,1,0,0,3,0.826796,
,Atletico Madrid,20,1.03685,1.03493,1.03685,1.03493,137,24,279,23,5,0,0,2,1.3283,0,0,1,0,0.0019200000000001438,
,Atletico Madrid,21,0.990297,0.37528,0.990297,0.37528,189,25,247,28,4,2,0,0,1.9136000000000002,0,1,0,1,0.6150169999999999,
,Atletico Madrid,22,0.454401,1.08227,0.454401,1.08227,376,31,198,32,0,5,0,1,0.7216,0,0,1,0,-0.627869,
,Atletico Madrid,23,0.92576,0.89501,0.92576,0.89501,191,30,201,37,6,3,1,0,1.342,1,0,0,3,0.030750000000000055,
,Atletico Madrid,24,1.07192,1.56219,1.07192,1.56219,309,29,163,25,6,12,2,2,0.9192,0,1,0,1,-0.49027,
,Atletico Madrid,25,2.17916,0.440221,2.17916,0.440221,447,38,198,24,10,3,3,1,2.63,1,0,0,3,1.738939,
,Atletico Madrid,26,0.761475,1.29128,0.761475,1.29128,118,24,248,26,6,3,1,1,0.829,0,1,0,1,-0.529805,
,Atletico Madrid,27,2.04826,1.61538,1.30498,0.872107,278,31,190,24,4,4,2,2,1.6751,0,1,0,1,0.43287300000000006,
,Atletico Madrid,28,1.18398,0.362873,1.18398,0.362873,258,21,238,12,7,2,1,1,2.1432,0,1,0,1,0.821107,
