id,title,GW,xG,xGA,npxG,npxGA,att,def,att,def,deep,deep_allowed,GF,GA,xpts,wins,draws,loses,pts,npxGD
,Inter,7,1.53885,1.22127,0.777551,1.22127,223,28,297,22,5,5,1,2,1.6729,0,0,1,0,-0.4437190000000001,
,Inter,8,3.04913,0.885577,1.52653,0.885577,261,31,249,21,6,6,4,3,2.7146000000000003,1,0,0,3,0.640953,
,Inter,9,2.41687,0.950313,2.41687,0.950313,134,24,246,12,14,5,2,2,2.3786,0,1,0,1,1.4665569999999999,
,Inter,10,0.769551,1.63039,0.769551,1.63039,162,24,295,18,7,8,2,1,0.6008,1,0,0,3,-0.860839,
,Inter,11,2.09958,0.380245,1.33828,0.380245,222,31,258,24,5,5,2,1,2.6719,1,0,0,3,0.958035,
,Inter,12,2.24655,1.27413,2.24655,0.512834,185,23,245,18,12,3,2,1,2.0203,1,0,0,3,1.733716,
,Inter,13,1.46431,0.431759,1.46431,0.431759,227,30,209,22,4,5,3,0,2.2374,1,0,0,3,1.032551,
,Inter,14,2.136,1.15284,2.136,1.15284,260,30,317,16,9,4,2,1,2.0923000000000003,1,0,0,3,0.98316,
,Inter,15,2.07846,0.214697,2.07846,0.214697,269,36,347,24,9,5,0,0,2.7114000000000003,0,1,0,1,1.8637630000000003,
,Inter,16,1.02941,0.570393,1.02941,0.570393,209,25,252,24,6,6,1,1,1.7787,0,1,0,1,0.4590169999999999,
,Inter,17,2.34293,0.294882,1.58163,0.294882,331,37,296,14,6,1,4,0,2.7653999999999996,1,0,0,3,1.2867480000000002,
,Inter,18,1.24209,1.69175,1.24209,1.69175,326,34,343,20,4,10,3,1,1.0095999999999998,1,0,0,3,-0.44966000000000017,
,Inter,19,0.728607,2.54235,0.728607,1.78105,360,25,216,27,2,7,1,1,0.2272,0,1,0,1,-1.052443,
,Inter,20,2.1611,1.01391,2.1611,1.01391,203,29,322,6,12,2,1,1,2.1924,0,1,0,1,1.1471899999999997,
,Inter,21,1.70002,0.830763,1.70002,0.830763,347,31,224,14,12,1,1,1,2.0204,0,1,0,1,0.8692570000000001,
,Inter,22,2.66609,0.728686,1.90479,0.728686,245,22,428,22,6,5,2,0,2.6475,1,0,0,3,1.176104,
,Inter,23,1.71449,2.44935,1.71449,2.44935,268,16,245,23,5,6,4,2,0.881,1,0,0,3,-0.7348599999999998,
,Inter,24,0.639553,1.58388,0.639553,0.822583,252,14,283,21,5,7,1,2,0.5502,0,0,1,0,-0.18302999999999991,
,Inter,25,0.437285,1.2442,0.437285,1.2442,351,28,334,22,6,4,0,2,0.6569,0,0,1,0,-0.806915,
,Inter,26,2.49624,0.541736,2.49624,0.541736,110,24,391,27,13,1,2,1,2.6788,1,0,0,3,1.9545039999999998,
,Inter,27,3.29381,2.00772,2.53251,1.24642,259,29,214,24,8,7,3,3,2.3093,0,1,0,1,1.2860899999999997,
,Inter,28,2.45298,1.00413,2.45298,1.00413,138,24,283,13,16,6,2,1,2.3692,1,0,0,3,1.4488500000000002,
,Inter,29,4.23395,0.328274,3.47265,0.328274,179,30,339,13,21,6,6,0,2.9861,1,0,0,3,3.144376,
,Inter,30,2.71687,1.07199,1.86764,1.07199,121,27,248,18,22,1,1,2,2.5366,0,0,1,0,0.79565,
,Inter,31,1.39814,1.24167,1.39814,1.24167,188,27,263,24,16,7,2,2,1.4719,0,1,0,1,0.1564699999999999,
,Inter,32,2.51678,1.6953,2.51678,1.6953,211,35,283,25,12,2,3,1,1.9156999999999997,1,0,0,3,0.8214799999999998,
,Inter,33,2.53043,0.811137,2.53043,0.811137,155,16,345,22,8,7,4,0,2.5721,1,0,0,3,1.719293,
,Inter,34,1.5285,1.44189,0.767244,1.44189,217,18,343,19,6,7,2,2,1.4242,0,1,0,1,-0.6746459999999999,
,Inter,35,2.59401,0.632994,2.59401,0.632994,166,35,249,9,8,5,0,0,2.6612,0,1,0,1,1.9610159999999999,
,Inter,36,2.09129,0.396594,2.09129,0.396594,198,21,327,30,9,5,3,0,2.6452,1,0,0,3,1.694696,
,Inter,37,0.592135,1.16883,0.592135,1.16883,299,14,277,16,5,4,2,0,0.8390000000000001,1,0,0,3,-0.5766950000000001,
,Inter,38,1.15739,1.01735,1.15739,1.01735,324,25,279,37,4,9,2,0,1.4951,1,0,0,3,0.14003999999999994,

111,AC Milan,1,0.633654,0.777545,0.633654,0.777545,210,21,350,18,3,2,0,1,1.1898,0,0,1,0,-0.143891,
,AC Milan,2,1.9308,0.860645,1.9308,0.860645,169,30,306,27,6,1,1,0,2.2007000000000003,1,0,0,3,1.0701550000000002,
,AC Milan,3,1.47177,0.465316,0.710513,0.465316,132,31,283,24,11,2,1,0,2.3104999999999998,1,0,0,3,0.24519699999999994,
,AC Milan,4,1.09144,2.49224,1.09144,2.49224,244,21,251,29,5,9,0,2,0.4312,0,0,1,0,-1.4007999999999998,
,AC Milan,5,2.29514,1.0873,1.53384,1.0873,179,26,214,29,8,3,1,2,2.322,0,0,1,0,0.44654000000000016,
,AC Milan,6,0.593975,3.00943,0.593975,1.48683,281,29,314,22,3,5,1,3,0.1137,0,0,1,0,-0.8928550000000001,
,AC Milan,7,1.20462,1.65802,0.443323,0.896721,256,19,243,23,4,8,2,1,0.9505,1,0,0,3,-0.45339799999999997,
,AC Milan,8,1.7835,1.29111,1.7835,0.353509,184,27,323,23,11,3,2,2,1.697,0,1,0,1,1.429991,
,AC Milan,9,0.545215,1.66688,0.545215,1.66688,194,21,301,31,6,4,1,2,0.4929,0,0,1,0,-1.121665,
,AC Milan,10,1.90677,0.335973,1.90677,0.335973,152,24,249,32,8,1,1,0,2.6426,1,0,0,3,1.570797,
,AC Milan,11,0.717705,1.11258,0.717705,1.11258,251,26,224,27,4,6,1,2,0.9983,0,0,1,0,-0.39487499999999986,
,AC Milan,12,0.517282,1.11956,0.517282,1.11956,266,26,216,37,8,4,0,1,0.8052,0,0,1,0,-0.6022780000000001,
,AC Milan,13,0.794979,1.2322,0.794979,1.2322,311,31,263,33,8,7,1,1,0.9458,0,1,0,1,-0.43722099999999997,
,AC Milan,14,2.13566,0.198769,2.13566,0.198769,163,37,324,26,12,5,1,0,2.6931999999999996,1,0,0,3,1.9368910000000001,
,AC Milan,15,2.41751,1.24829,1.65621,0.487031,196,26,173,29,6,2,3,2,2.2818,1,0,0,3,1.169179,
,AC Milan,16,2.17858,0.84977,2.17858,0.84977,229,24,198,33,8,6,0,0,2.2742000000000004,0,1,0,1,1.3288100000000003,
,AC Milan,17,0.334827,2.3426,0.334827,2.3426,292,19,222,19,1,7,0,5,0.1497,0,0,1,0,-2.0077730000000003,
,AC Milan,18,1.5417,1.05525,1.5417,1.05525,136,23,313,22,9,2,0,0,1.7389,0,1,0,1,0.48645000000000005,
,AC Milan,19,1.22302,0.762889,1.22302,0.762889,317,19,198,25,7,8,2,0,1.7796,1,0,0,3,0.46013099999999996,
,AC Milan,20,2.81555,1.18505,2.81555,1.18505,218,45,228,17,16,8,3,2,2.4142999999999994,1,0,0,3,1.6305,
,AC Milan,21,2.15393,1.21977,2.15393,1.21977,216,25,215,26,12,7,1,0,2.0672,1,0,0,3,0.9341599999999999,
,AC Milan,22,1.91753,1.19585,1.91753,1.19585,155,32,246,26,16,6,1,1,1.9185000000000003,0,1,0,1,0.7216799999999999,
,AC Milan,23,2.44935,1.71449,2.44935,1.71449,245,23,268,16,6,5,2,4,1.8935000000000002,0,0,1,0,0.7348599999999998,
,AC Milan,24,1.22541,0.255305,1.22541,0.255305,209,33,214,24,10,3,1,0,2.2529,1,0,0,3,0.9701050000000001,
,AC Milan,25,0.763896,2.00153,0.763896,1.24023,172,21,268,27,1,8,1,1,0.42079999999999995,0,1,0,1,-0.4763339999999999,
,AC Milan,26,1.9503,1.87123,1.9503,1.87123,234,32,329,14,18,10,1,2,1.3929,0,0,1,0,0.07906999999999997,
,AC Milan,27,2.5353,1.25749,2.5353,0.496194,261,28,378,18,10,4,4,1,2.3166,1,0,0,3,2.039106,
,AC Milan,28,2.25687,0.601741,1.49562,0.601741,257,19,389,22,3,7,2,0,2.7068000000000003,1,0,0,3,0.893879,
,AC Milan,29,1.59634,0.624702,1.59634,0.624702,125,19,237,10,20,2,2,2,2.0982999999999996,0,1,0,1,0.9716380000000001,
,AC Milan,30,2.32982,0.291705,1.56852,0.291705,261,32,388,20,4,4,3,0,2.8114,1,0,0,3,1.276815,
,AC Milan,31,2.21519,1.40733,1.45389,1.40733,262,19,290,24,7,4,4,2,1.9858000000000002,1,0,0,3,0.046559999999999935,
,AC Milan,32,1.28706,1.96716,0.525761,1.96716,334,27,406,16,5,7,2,2,0.7746,0,1,0,1,-1.441399,
,AC Milan,33,1.7686,0.710977,1.7686,0.710977,235,27,278,17,14,6,3,1,2.1458,1,0,0,3,1.057623,
,AC Milan,34,3.1351,0.530197,3.1351,0.530197,265,43,246,25,13,2,5,1,2.7837,1,0,0,3,2.604903,
,AC Milan,35,2.68189,1.18751,2.68189,0.426253,289,38,321,19,7,2,2,1,2.5125,1,0,0,3,2.255637,
,AC Milan,36,0.459668,2.14411,0.459668,1.38281,193,19,211,28,2,6,1,1,0.2256,0,1,0,1,-0.9231420000000001,
,AC Milan,37,3.08989,2.45481,3.08989,1.6076,237,20,321,23,14,5,4,1,1.7854,1,0,0,3,1.48229,
,AC Milan,38,3.3169,0.228383,2.55561,0.228383,216,27,346,14,17,1,3,0,2.9423,1,0,0,3,2.327227,

95,Roma,1,2.6256,1.1259,2.6256,0.364639,255,14,180,23,16,6,3,3,2.4083,0,1,0,1,2.260961,
,Roma,2,1.19504,2.07207,0.433859,2.07207,191,13,193,31,1,8,1,1,0.723,0,1,0,1,-1.638211,
,Roma,3,2.96035,0.84997,2.96035,0.84997,338,24,269,18,7,6,4,2,2.6397,1,0,0,3,2.11038,
,Roma,4,1.45512,1.34513,1.45512,0.583833,203,24,257,15,16,7,2,1,1.3976,1,0,0,3,0.8712869999999999,
,Roma,5,2.21614,2.23314,2.21614,2.23314,309,29,292,28,8,6,0,2,1.3655,0,0,1,0,-0.016999999999999904,
,Roma,6,2.99876,0.793718,2.23746,0.793718,228,34,307,15,15,4,1,0,2.6923,1,0,0,3,1.4437419999999999,
,Roma,7,1.4212,1.03338,1.4212,0.272078,152,39,347,8,15,4,1,1,1.6186,0,1,0,1,1.149122,
,Roma,8,0.443611,0.628013,0.443611,0.628013,129,17,317,23,5,6,0,0,1.0955,0,1,0,1,-0.18440200000000007,
,Roma,9,1.66688,0.545215,1.66688,0.545215,301,31,194,21,4,6,2,1,2.2911,1,0,0,3,1.121665,
,Roma,10,3.28214,0.557164,2.52084,0.557164,336,23,235,27,5,6,4,0,2.864,1,0,0,3,1.9636760000000002,
,Roma,11,2.21085,1.6515,0.688255,1.6515,310,35,200,24,4,6,2,1,1.8404999999999998,1,0,0,3,-0.963245,
,Roma,12,0.97114,1.29826,0.97114,1.29826,179,26,292,36,10,4,0,2,1.0837999999999999,0,0,1,0,-0.32711999999999997,
,Roma,13,2.51584,0.31479,2.51584,0.31479,199,27,253,16,14,4,3,0,2.8057,1,0,0,3,2.20105,
,Roma,14,2.10824,1.21801,1.34694,1.21801,293,15,157,15,5,1,3,1,2.1047999999999996,1,0,0,3,0.12893,
